outer_fold,corridor,frontier_point_id,common_signal_count,comparison_status,left_hit_rate,right_hit_rate,delta_hit_rate,left_mean_regret_bps,right_mean_regret_bps,delta_mean_regret_bps
outer_2024,RUB_AMD,budget_11,54,active,0.6851851851851852,0.6666666666666666,-0.0185185185185186,68.38082937778148,70.79432166275741,2.4134922849759306
outer_2024,RUB_AMD,budget_12,54,active,0.6851851851851852,0.6666666666666666,-0.0185185185185186,68.38082937778148,70.79432166275741,2.4134922849759306
outer_2024,RUB_AMD,budget_13,54,active,0.6851851851851852,0.6666666666666666,-0.0185185185185186,68.38082937778148,70.79432166275741,2.4134922849759306
outer_2024,RUB_KGS,budget_00,21,active,0.8571428571428571,0.9047619047619048,0.04761904761904767,18.238069276009522,9.67223297559524,-8.565836300414283
outer_2024,RUB_KGS,budget_01,26,active,0.8846153846153846,0.8846153846153846,0.0,14.86914949470769,14.869149494707692,1.7763568394002505e-15
outer_2024,RUB_KGS,budget_02,29,active,0.8620689655172413,0.896551724137931,0.034482758620689724,18.34726597320345,13.493862286082758,-4.853403687120691
outer_2024,RUB_KGS,budget_03,32,active,0.875,0.875,0.0,16.56270684053125,16.707305717790625,0.14459887725937648
outer_2024,RUB_KGS,budget_04,36,active,0.8611111111111112,0.8611111111111112,0.0,34.75148596961944,29.571308739927776,-5.180177229691662
outer_2024,RUB_KGS,budget_05,40,active,0.75,0.775,0.025000000000000022,52.52657510117749,48.5354481778,-3.991126923377493
outer_2024,RUB_KGS,budget_06,45,active,0.7111111111111111,0.7111111111111111,0.0,52.00867089871556,51.748063790986656,-0.2606071077289016
outer_2024,RUB_KGS,budget_07,48,active,0.75,0.7083333333333334,-0.04166666666666663,52.618637073727086,54.67457777617917,2.0559407024520837
outer_2024,RUB_KGS,budget_08,50,active,0.66,0.7,0.039999999999999925,60.949651671602005,58.883541499748,-2.0661101718540067
outer_2024,RUB_KGS,budget_09,54,active,0.6296296296296297,0.6296296296296297,0.0,64.69815942629815,66.26030686172777,1.5621474354296225
outer_2024,RUB_KGS,budget_10,54,active,0.6296296296296297,0.6296296296296297,0.0,64.69815942629815,66.26030686172777,1.5621474354296225
outer_2024,RUB_KGS,budget_11,54,active,0.6296296296296297,0.6296296296296297,0.0,64.69815942629815,66.26030686172777,1.5621474354296225
outer_2024,RUB_KGS,budget_12,54,active,0.6296296296296297,0.6296296296296297,0.0,64.69815942629815,66.26030686172777,1.5621474354296225
outer_2024,RUB_KGS,budget_13,54,active,0.6296296296296297,0.6296296296296297,0.0,64.69815942629815,66.26030686172777,1.5621474354296225
outer_2024,RUB_KZT,budget_00,13,active,0.8461538461538461,0.6923076923076923,-0.15384615384615385,17.12504680896923,26.643547676999997,9.518500868030767
outer_2024,RUB_KZT,budget_01,24,active,0.8333333333333334,0.875,0.04166666666666663,16.588636246395833,12.909028128741667,-3.6796081176541655
outer_2024,RUB_KZT,budget_02,31,active,0.7741935483870968,0.8064516129032258,0.032258064516129004,21.451727145500005,19.53041795597742,-1.9213091895225851
outer_2024,RUB_KZT,budget_03,40,active,0.825,0.825,0.0,17.5840027420075,17.193353719027503,-0.3906490229799964
outer_2024,RUB_KZT,budget_04,41,active,0.8048780487804879,0.7804878048780488,-0.024390243902439046,34.16593156394878,50.48092107770243,16.314989513753652
